/Users/ursmuff/source/Living-Codex-CSharp/src/CodexBootstrap/Modules/ResonanceJoyModule.cs(21,17): warning CS0414: The field 'ResonanceJoyModule._maxHistorySize' is assigned but its value is never used [/Users/ursmuff/source/Living-Codex-CSharp/src/CodexBootstrap/CodexBootstrap.csproj]
Log4net configured with config file: /Users/ursmuff/source/Living-Codex-CSharp/src/CodexBootstrap/log4net.config
2025-09-11 12:37:36.509 [1] INFO  Program - Loading absolutely core modules...
2025-09-11 12:37:36.625 [1] INFO  ApiRouteDiscovery - Registering route: POST /auth/reset-password from AuthenticationModule.ResetPasswordAsync
2025-09-11 12:37:36.626 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /auth/reset-password
2025-09-11 12:37:36.626 [1] INFO  ApiRouteDiscovery - Registering route: GET /auth/permissions from AuthenticationModule.GetPermissionsAsync
2025-09-11 12:37:36.627 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /auth/permissions
2025-09-11 12:37:36.627 [1] INFO  ApiRouteDiscovery - Registering route: GET /auth/roles from AuthenticationModule.GetRolesAsync
2025-09-11 12:37:36.628 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /auth/roles
2025-09-11 12:37:36.628 [1] INFO  ApiRouteDiscovery - Registering route: POST /auth/grant-permission from AuthenticationModule.GrantPermissionAsync
2025-09-11 12:37:36.629 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /auth/grant-permission
2025-09-11 12:37:36.629 [1] INFO  ApiRouteDiscovery - Registering route: POST /auth/revoke-permission from AuthenticationModule.RevokePermissionAsync
2025-09-11 12:37:36.630 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /auth/revoke-permission
2025-09-11 12:37:36.630 [1] INFO  ApiRouteDiscovery - Registering route: POST /auth/assign-role from AuthenticationModule.AssignRoleAsync
2025-09-11 12:37:36.631 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /auth/assign-role
2025-09-11 12:37:36.631 [1] INFO  ApiRouteDiscovery - Registering route: POST /auth/remove-role from AuthenticationModule.RemoveRoleAsync
2025-09-11 12:37:36.632 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /auth/remove-role
2025-09-11 12:37:36.632 [1] INFO  ApiRouteDiscovery - Registering route: POST /breath/expand/{id} from BreathModule.ExpandModule
2025-09-11 12:37:36.633 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /breath/expand/{id}
2025-09-11 12:37:36.633 [1] INFO  ApiRouteDiscovery - Registering route: POST /breath/validate/{id} from BreathModule.ValidateModule
2025-09-11 12:37:36.634 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /breath/validate/{id}
2025-09-11 12:37:36.634 [1] INFO  ApiRouteDiscovery - Registering route: POST /breath/contract/{id} from BreathModule.ContractModule
2025-09-11 12:37:36.635 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /breath/contract/{id}
2025-09-11 12:37:36.635 [1] INFO  ApiRouteDiscovery - Registering route: POST /breath/loop/{id} from BreathModule.BreathLoop
2025-09-11 12:37:36.635 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /breath/loop/{id}
2025-09-11 12:37:36.636 [1] INFO  ApiRouteDiscovery - Registering route: POST /breath/oneshot/{id} from BreathModule.Oneshot
2025-09-11 12:37:36.636 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /breath/oneshot/{id}
2025-09-11 12:37:36.637 [1] INFO  ApiRouteDiscovery - Registering route: POST /image/concept/create from ConceptImageModule.CreateConcept
2025-09-11 12:37:36.637 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /image/concept/create
2025-09-11 12:37:36.637 [1] INFO  ApiRouteDiscovery - Registering route: POST /image/generate from ConceptImageModule.GenerateImages
2025-09-11 12:37:36.639 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /image/generate
2025-09-11 12:37:36.639 [1] INFO  ApiRouteDiscovery - Registering route: POST /image/config from ConceptImageModule.CreateImageConfig
2025-09-11 12:37:36.640 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /image/config
2025-09-11 12:37:36.640 [1] INFO  ApiRouteDiscovery - Registering route: GET /image/configs from ConceptImageModule.GetImageConfigs
2025-09-11 12:37:36.641 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /image/configs
2025-09-11 12:37:36.641 [1] INFO  ApiRouteDiscovery - Registering route: GET /image/concepts from ConceptImageModule.GetConcepts
2025-09-11 12:37:36.642 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /image/concepts
2025-09-11 12:37:36.642 [1] INFO  ApiRouteDiscovery - Registering route: GET /image/generations from ConceptImageModule.GetImageGenerations
2025-09-11 12:37:36.642 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /image/generations
2025-09-11 12:37:36.643 [1] INFO  ApiRouteDiscovery - Registering route: POST /concept/create from ConceptModule.CreateConcept
2025-09-11 12:37:36.644 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /concept/create
2025-09-11 12:37:36.644 [1] INFO  ApiRouteDiscovery - Registering route: POST /concept/define/{id} from ConceptModule.DefineConcept
2025-09-11 12:37:36.645 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /concept/define/{id}
2025-09-11 12:37:36.645 [1] INFO  ApiRouteDiscovery - Registering route: POST /concept/relate from ConceptModule.RelateConcepts
2025-09-11 12:37:36.646 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /concept/relate
2025-09-11 12:37:36.646 [1] INFO  ApiRouteDiscovery - Registering route: POST /concept/search from ConceptModule.SearchConcepts
2025-09-11 12:37:36.647 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /concept/search
2025-09-11 12:37:36.647 [1] INFO  ApiRouteDiscovery - Registering route: GET /concept/semantic/{id} from ConceptModule.AnalyzeSemantics
2025-09-11 12:37:36.648 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /concept/semantic/{id}
2025-09-11 12:37:36.648 [1] INFO  ApiRouteDiscovery - Registering route: GET /core/atoms from CoreModule.GetAtoms
2025-09-11 12:37:36.649 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /core/atoms
2025-09-11 12:37:36.649 [1] INFO  ApiRouteDiscovery - Registering route: GET /core/spec from CoreModule.GetSpec
2025-09-11 12:37:36.650 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /core/spec
2025-09-11 12:37:36.650 [1] INFO  ApiRouteDiscovery - Registering route: GET /diff/{id} from DeltaModule.DiffNodes
2025-09-11 12:37:36.651 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /diff/{id}
2025-09-11 12:37:36.651 [1] INFO  ApiRouteDiscovery - Registering route: POST /patch/{targetId} from DeltaModule.PatchNode
2025-09-11 12:37:36.652 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /patch/{targetId}
2025-09-11 12:37:36.652 [1] INFO  ApiRouteDiscovery - Registering route: POST /signature/sign-node from DigitalSignatureModule.SignNodeAsync
2025-09-11 12:37:36.653 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /signature/sign-node
2025-09-11 12:37:36.653 [1] INFO  ApiRouteDiscovery - Registering route: POST /signature/verify-node from DigitalSignatureModule.VerifyNodeAsync
2025-09-11 12:37:36.654 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /signature/verify-node
2025-09-11 12:37:36.654 [1] INFO  ApiRouteDiscovery - Registering route: POST /signature/sign-edge from DigitalSignatureModule.SignEdgeAsync
2025-09-11 12:37:36.655 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /signature/sign-edge
2025-09-11 12:37:36.655 [1] INFO  ApiRouteDiscovery - Registering route: POST /signature/verify-edge from DigitalSignatureModule.VerifyEdgeAsync
2025-09-11 12:37:36.656 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /signature/verify-edge
2025-09-11 12:37:36.656 [1] INFO  ApiRouteDiscovery - Registering route: POST /signature/generate-keypair from DigitalSignatureModule.GenerateKeyPairAsync
2025-09-11 12:37:36.656 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /signature/generate-keypair
2025-09-11 12:37:36.656 [1] INFO  ApiRouteDiscovery - Registering route: POST /signature/extract-public-key from DigitalSignatureModule.ExtractPublicKeyAsync
2025-09-11 12:37:36.657 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /signature/extract-public-key
2025-09-11 12:37:36.657 [1] INFO  ApiRouteDiscovery - Registering route: GET /cluster/health from DistributedStorageModule.GetClusterHealthAsync
2025-09-11 12:37:36.658 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /cluster/health
2025-09-11 12:37:36.658 [1] INFO  ApiRouteDiscovery - Registering route: GET /cluster/nodes from DistributedStorageModule.GetClusterNodesAsync
2025-09-11 12:37:36.659 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /cluster/nodes
2025-09-11 12:37:36.659 [1] INFO  ApiRouteDiscovery - Registering route: POST /cluster/join from DistributedStorageModule.JoinClusterAsync
2025-09-11 12:37:36.660 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /cluster/join
2025-09-11 12:37:36.660 [1] INFO  ApiRouteDiscovery - Registering route: POST /cluster/leave from DistributedStorageModule.LeaveClusterAsync
2025-09-11 12:37:36.661 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /cluster/leave
2025-09-11 12:37:36.661 [1] INFO  ApiRouteDiscovery - Registering route: POST /cluster/repair from DistributedStorageModule.RepairClusterAsync
2025-09-11 12:37:36.662 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /cluster/repair
2025-09-11 12:37:36.662 [1] INFO  ApiRouteDiscovery - Registering route: POST /cluster/sync from DistributedStorageModule.SyncClusterAsync
2025-09-11 12:37:36.663 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /cluster/sync
2025-09-11 12:37:36.663 [1] INFO  ApiRouteDiscovery - Registering route: POST /dynamic/example/process from DynamicModuleExample.ProcessWithJoy
2025-09-11 12:37:36.664 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /dynamic/example/process
2025-09-11 12:37:36.664 [1] INFO  ApiRouteDiscovery - Registering route: POST /dynamic/example/generate from DynamicModuleExample.GenerateConsciousness
2025-09-11 12:37:36.665 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /dynamic/example/generate
2025-09-11 12:37:36.665 [1] INFO  ApiRouteDiscovery - Registering route: POST /dynamic/example/resonance from DynamicModuleExample.CalculateResonance
2025-09-11 12:37:36.666 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /dynamic/example/resonance
2025-09-11 12:37:36.666 [1] INFO  ApiRouteDiscovery - Registering route: POST /dynamic/example/refresh from DynamicModuleExample.RefreshDynamicContent
2025-09-11 12:37:36.667 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /dynamic/example/refresh
2025-09-11 12:37:36.667 [1] INFO  ApiRouteDiscovery - Registering route: POST /endpoint/demo/generate from EndpointGenerationDemo.GenerateMissingEndpoints
2025-09-11 12:37:36.668 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /endpoint/demo/generate
2025-09-11 12:37:36.668 [1] INFO  ApiRouteDiscovery - Registering route: POST /endpoint/demo/breath from EndpointGenerationDemo.GenerateBreathEndpoints
2025-09-11 12:37:36.669 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /endpoint/demo/breath
2025-09-11 12:37:36.669 [1] INFO  ApiRouteDiscovery - Registering route: POST /endpoint/demo/ucore from EndpointGenerationDemo.GenerateUcoreEndpoints
2025-09-11 12:37:36.670 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /endpoint/demo/ucore
2025-09-11 12:37:36.670 [1] INFO  ApiRouteDiscovery - Registering route: GET /endpoint/demo/deltas from EndpointGenerationDemo.GetDeltaDiffs
2025-09-11 12:37:36.671 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /endpoint/demo/deltas
2025-09-11 12:37:36.671 [1] INFO  ApiRouteDiscovery - Registering route: POST /endpoint/demo/apply from EndpointGenerationDemo.ApplyDeltaDiffs
2025-09-11 12:37:36.672 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /endpoint/demo/apply
2025-09-11 12:37:36.673 [1] INFO  ApiRouteDiscovery - Registering route: GET /events/stream from EventStreamingModule.GetEventStreamAsync
2025-09-11 12:37:36.674 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /events/stream
2025-09-11 12:37:36.674 [1] INFO  ApiRouteDiscovery - Registering route: POST /events/subscribe from EventStreamingModule.SubscribeToEventsAsync
2025-09-11 12:37:36.674 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /events/subscribe
2025-09-11 12:37:36.675 [1] INFO  ApiRouteDiscovery - Registering route: DELETE /events/subscribe/{subscriptionId} from EventStreamingModule.UnsubscribeFromEventsAsync
2025-09-11 12:37:36.676 [1] INFO  ApiRouteDiscovery - Successfully registered route: DELETE /events/subscribe/{subscriptionId}
2025-09-11 12:37:36.676 [1] INFO  ApiRouteDiscovery - Registering route: GET /events/subscriptions from EventStreamingModule.GetSubscriptionsAsync
2025-09-11 12:37:36.677 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /events/subscriptions
2025-09-11 12:37:36.677 [1] INFO  ApiRouteDiscovery - Registering route: GET /events/history from EventStreamingModule.GetEventHistoryAsync
2025-09-11 12:37:36.678 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /events/history
2025-09-11 12:37:36.678 [1] INFO  ApiRouteDiscovery - Registering route: POST /events/aggregate from EventStreamingModule.AggregateEventsAsync
2025-09-11 12:37:36.678 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /events/aggregate
2025-09-11 12:37:36.678 [1] INFO  ApiRouteDiscovery - Registering route: GET /example/hello from ExampleModule.HelloWorld
2025-09-11 12:37:36.679 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /example/hello
2025-09-11 12:37:36.679 [1] INFO  ApiRouteDiscovery - Registering route: GET /example/greeting/{name} from ExampleModule.GetGreeting
2025-09-11 12:37:36.680 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /example/greeting/{name}
2025-09-11 12:37:36.680 [1] INFO  ApiRouteDiscovery - Registering route: POST /example/echo from ExampleModule.Echo
2025-09-11 12:37:36.681 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /example/echo
2025-09-11 12:37:36.681 [1] INFO  ApiRouteDiscovery - Registering route: PUT /example/update/{id} from ExampleModule.UpdateResource
2025-09-11 12:37:36.682 [1] INFO  ApiRouteDiscovery - Successfully registered route: PUT /example/update/{id}
2025-09-11 12:37:36.683 [1] INFO  ApiRouteDiscovery - Registering route: DELETE /example/delete/{id} from ExampleModule.DeleteResource
2025-09-11 12:37:36.684 [1] INFO  ApiRouteDiscovery - Successfully registered route: DELETE /example/delete/{id}
2025-09-11 12:37:36.684 [1] INFO  ApiRouteDiscovery - Registering route: PATCH /example/patch/{id} from ExampleModule.PatchResource
2025-09-11 12:37:36.685 [1] INFO  ApiRouteDiscovery - Successfully registered route: PATCH /example/patch/{id}
2025-09-11 12:37:36.685 [1] INFO  ApiRouteDiscovery - Registering route: POST /example/advanced from ExampleModule.AdvancedEndpoint
2025-09-11 12:37:36.686 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /example/advanced
2025-09-11 12:37:36.686 [1] INFO  ApiRouteDiscovery - Registering route: POST /future/retrieve from FutureKnowledgeModule.RetrieveFutureKnowledge
2025-09-11 12:37:36.687 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /future/retrieve
2025-09-11 12:37:36.687 [1] INFO  ApiRouteDiscovery - Registering route: POST /future/apply-delta from FutureKnowledgeModule.ApplyFutureDelta
2025-09-11 12:37:36.688 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /future/apply-delta
2025-09-11 12:37:36.688 [1] INFO  ApiRouteDiscovery - Registering route: GET /future/knowledge/{id} from FutureKnowledgeModule.GetFutureKnowledge
2025-09-11 12:37:36.689 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /future/knowledge/{id}
2025-09-11 12:37:36.689 [1] INFO  ApiRouteDiscovery - Registering route: POST /future/merge from FutureKnowledgeModule.MergeFutureKnowledge
2025-09-11 12:37:36.689 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /future/merge
2025-09-11 12:37:36.689 [1] INFO  ApiRouteDiscovery - Registering route: GET /future/search from FutureKnowledgeModule.SearchFutureKnowledge
2025-09-11 12:37:36.690 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /future/search
2025-09-11 12:37:36.691 [1] INFO  ApiRouteDiscovery - Registering route: POST /identity/create from IdentityManagementModule.CreateIdentityAsync
2025-09-11 12:37:36.692 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /identity/create
2025-09-11 12:37:36.692 [1] INFO  ApiRouteDiscovery - Registering route: PUT /identity/{userId} from IdentityManagementModule.UpdateIdentityAsync
2025-09-11 12:37:36.693 [1] INFO  ApiRouteDiscovery - Successfully registered route: PUT /identity/{userId}
2025-09-11 12:37:36.693 [1] INFO  ApiRouteDiscovery - Registering route: DELETE /identity/{userId} from IdentityManagementModule.DeleteIdentityAsync
2025-09-11 12:37:36.694 [1] INFO  ApiRouteDiscovery - Successfully registered route: DELETE /identity/{userId}
2025-09-11 12:37:36.694 [1] INFO  ApiRouteDiscovery - Registering route: GET /identity/{userId} from IdentityManagementModule.GetIdentityAsync
2025-09-11 12:37:36.695 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /identity/{userId}
2025-09-11 12:37:36.695 [1] INFO  ApiRouteDiscovery - Registering route: GET /identity/list from IdentityManagementModule.ListIdentitiesAsync
2025-09-11 12:37:36.696 [1] INFO  ApiRouteDiscovery - Successfully registered route: GET /identity/list
2025-09-11 12:37:36.696 [1] INFO  ApiRouteDiscovery - Registering route: POST /identity/{userId}/credential from IdentityManagementModule.AddCredentialAsync
2025-09-11 12:37:36.697 [1] INFO  ApiRouteDiscovery - Successfully registered route: POST /identity/{userId}/credential
